order_item_id,order_id,product_id,quantity,unit_price,total_price
92,ORD_00017,PROD_0001,1,492.45,492.45
93,ORD_00017,PROD_0153,5,565.35,2826.75
94,ORD_00017,PROD_0122,4,44.4,177.6
95,ORD_00017,PROD_0338,5,598.14,2990.7
96,ORD_00018,PROD_0209,2,734.85,1469.7
97,ORD_00018,PROD_0342,1,495.38,495.38
98,ORD_00018,PROD_0381,3,581.63,1744.89
99,ORD_00018,PROD_0295,2,206.6,413.2
100,ORD_00019,PROD_0386,5,419.75,2098.75
101,ORD_00019,PROD_0060,2,864.51,1729.02
102,ORD_00019,PROD_0247,1,1009.9,1009.9
103,ORD_00020,PROD_0177,5,390.18,1950.9
104,ORD_00020,PROD_0127,3,554.1,1662.3
105,ORD_00020,PROD_0033,1,307.13,307.13
106,ORD_00020,PROD_0453,3,847.97,2543.91
107,ORD_00020,PROD_0028,4,572.57,2290.28
108,ORD_00020,PROD_0374,2,142.22,284.44
109,ORD_00020,PROD_0298,1,466.41,466.41
110,ORD_00021,PROD_0280,4,245.69,982.76
111,ORD_00021,PROD_0097,2,1077.0,2154.0
112,ORD_00022,PROD_0153,4,565.35,2261.4
113,ORD_00022,PROD_0063,5,760.93,3804.65
114,ORD_00022,PROD_0105,1,346.17,346.17
115,ORD_00023,PROD_0271,1,931.37,931.37
116,ORD_00023,PROD_0230,5,434.54,2172.7
117,ORD_00024,PROD_0321,1,105.64,105.64
118,ORD_00024,PROD_0422,4,498.64,1994.56
119,ORD_00024,PROD_0181,4,462.05,1848.2
120,ORD_00024,PROD_0266,5,766.13,3830.65
121,ORD_00024,PROD_0366,5,101.94,509.7
122,ORD_00024,PROD_0322,3,25.9,77.7
123,ORD_00024,PROD_0415,5,450.32,2251.6
124,ORD_00025,PROD_0446,3,232.16,696.48
125,ORD_00025,PROD_0298,5,466.41,2332.05
126,ORD_00025,PROD_0230,5,434.54,2172.7
127,ORD_00025,PROD_0305,1,685.4,685.4
128,ORD_00025,PROD_0170,2,150.27,300.54
129,ORD_00025,PROD_0467,2,205.64,411.28
130,ORD_00025,PROD_0056,4,147.57,590.28
131,ORD_00025,PROD_0063,1,760.93,760.93
132,ORD_00026,PROD_0280,4,245.69,982.76
133,ORD_00026,PROD_0394,3,71.32,213.96
134,ORD_00026,PROD_0215,3,114.82,344.46
135,ORD_00026,PROD_0264,1,28.04,28.04
136,ORD_00026,PROD_0283,5,514.93,2574.65
137,ORD_00027,PROD_0472,1,78.4,78.4
138,ORD_00027,PROD_0224,1,153.51,153.51
139,ORD_00028,PROD_0119,3,724.55,2173.65
140,ORD_00028,PROD_0211,2,948.37,1896.74
141,ORD_00028,PROD_0053,4,197.17,788.68
142,ORD_00028,PROD_0110,1,519.27,519.27
143,ORD_00028,PROD_0097,5,1077.0,5385.0
144,ORD_00028,PROD_0239,3,25.23,75.69
145,ORD_00028,PROD_0415,3,450.32,1350.96
146,ORD_00028,PROD_0230,2,434.54,869.08
147,ORD_00029,PROD_0055,4,545.03,2180.12
148,ORD_00029,PROD_0304,3,274.85,824.55
149,ORD_00029,PROD_0307,4,150.83,603.32
150,ORD_00029,PROD_0121,4,482.99,1931.96
151,ORD_00029,PROD_0454,5,207.19,1035.95
152,ORD_00029,PROD_0261,1,400.69,400.69
153,ORD_00029,PROD_0049,5,327.63,1638.15
154,ORD_00030,PROD_0266,5,766.13,3830.65
155,ORD_00030,PROD_0320,5,321.54,1607.7
156,ORD_00030,PROD_0443,5,127.06,635.3
157,ORD_00030,PROD_0030,4,326.6,1306.4
158,ORD_00031,PROD_0347,1,495.35,495.35
159,ORD_00031,PROD_0060,2,864.51,1729.02
160,ORD_00031,PROD_0318,1,446.17,446.17
161,ORD_00032,PROD_0040,4,696.58,2786.32
162,ORD_00032,PROD_0253,3,153.12,459.36
163,ORD_00032,PROD_0103,2,292.03,584.06
164,ORD_00032,PROD_0060,4,864.51,3458.04
165,ORD_00032,PROD_0122,2,44.4,88.8
166,ORD_00032,PROD_0216,1,27.07,27.07
167,ORD_00032,PROD_0401,2,552.31,1104.62
168,ORD_00032,PROD_0040,4,696.58,2786.32
169,ORD_00033,PROD_0149,5,418.43,2092.15
170,ORD_00033,PROD_0021,1,122.34,122.34
171,ORD_00033,PROD_0168,5,15.53,77.65
172,ORD_00033,PROD_0415,1,450.32,450.32
173,ORD_00033,PROD_0138,4,951.4,3805.6
174,ORD_00033,PROD_0331,2,755.65,1511.3
175,ORD_00034,PROD_0376,3,641.14,1923.42
176,ORD_00034,PROD_0196,5,35.19,175.95
177,ORD_00034,PROD_0385,3,212.24,636.72
178,ORD_00034,PROD_0259,2,977.71,1955.42
179,ORD_00034,PROD_0184,4,912.34,3649.36
180,ORD_00034,PROD_0451,2,346.99,693.98
181,ORD_00035,PROD_0088,4,495.35,1981.4
182,ORD_00035,PROD_0422,3,498.64,1495.92
183,ORD_00036,PROD_0306,2,517.24,1034.48
184,ORD_00036,PROD_0082,3,464.36,1393.08
185,ORD_00036,PROD_0385,3,212.24,636.72
186,ORD_00036,PROD_0056,4,147.57,590.28
187,ORD_00037,PROD_0036,5,182.0,910.0
188,ORD_00037,PROD_0348,2,554.7,1109.4
189,ORD_00037,PROD_0174,5,14.52,72.6
190,ORD_00037,PROD_0440,1,732.55,732.55
191,ORD_00037,PROD_0314,3,13.51,40.53
192,ORD_00038,PROD_0433,4,880.88,3523.52
193,ORD_00038,PROD_0449,2,863.78,1727.56
194,ORD_00038,PROD_0451,1,346.99,346.99
195,ORD_00038,PROD_0410,2,477.18,954.36
196,ORD_00038,PROD_0350,2,768.47,1536.94
197,ORD_00038,PROD_0210,1,193.26,193.26
198,ORD_00038,PROD_0063,5,760.93,3804.65
199,ORD_00038,PROD_0208,2,151.78,303.56
200,ORD_00039,PROD_0190,3,344.53,1033.59
201,ORD_00039,PROD_0054,2,226.43,452.86
202,ORD_00039,PROD_0364,5,357.37,1786.85
203,ORD_00039,PROD_0144,3,217.06,651.18
204,ORD_00039,PROD_0131,1,703.4,703.4
205,ORD_00040,PROD_0203,2,251.17,502.34
206,ORD_00040,PROD_0385,1,212.24,212.24
207,ORD_00040,PROD_0306,2,517.24,1034.48
208,ORD_00040,PROD_0005,4,942.85,3771.4
209,ORD_00040,PROD_0305,4,685.4,2741.6
210,ORD_00040,PROD_0265,3,27.05,81.15
211,ORD_00041,PROD_0321,5,105.64,528.2
212,ORD_00042,PROD_0347,3,495.35,1486.05
213,ORD_00042,PROD_0192,5,107.88,539.4
214,ORD_00042,PROD_0271,4,931.37,3725.48
215,ORD_00042,PROD_0071,3,421.53,1264.59
216,ORD_00042,PROD_0455,1,183.67,183.67
217,ORD_00042,PROD_0286,5,849.78,4248.9
218,ORD_00042,PROD_0306,2,517.24,1034.48
219,ORD_00043,PROD_0235,4,110.22,440.88
220,ORD_00043,PROD_0315,2,1093.33,2186.66
221,ORD_00044,PROD_0321,1,105.64,105.64
222,ORD_00044,PROD_0216,4,27.07,108.28
223,ORD_00044,PROD_0262,1,886.6,886.6
224,ORD_00044,PROD_0036,2,182.0,364.0
225,ORD_00044,PROD_0121,5,482.99,2414.95
226,ORD_00044,PROD_0243,2,77.34,154.68
227,ORD_00045,PROD_0231,1,95.41,95.41
228,ORD_00045,PROD_0246,2,313.61,627.22
229,ORD_00045,PROD_0062,4,862.15,3448.6
230,ORD_00045,PROD_0324,2,366.25,732.5
231,ORD_00045,PROD_0350,3,768.47,2305.41
232,ORD_00045,PROD_0491,1,261.37,261.37
233,ORD_00045,PROD_0350,2,768.47,1536.94
234,ORD_00046,PROD_0066,2,1072.72,2145.44
235,ORD_00046,PROD_0320,2,321.54,643.08
236,ORD_00046,PROD_0370,3,60.62,181.86
237,ORD_00046,PROD_0053,5,197.17,985.85
238,ORD_00046,PROD_0266,2,766.13,1532.26
239,ORD_00047,PROD_0213,2,585.33,1170.66
240,ORD_00048,PROD_0369,2,283.52,567.04
241,ORD_00048,PROD_0225,3,648.08,1944.24
242,ORD_00048,PROD_0166,1,842.71,842.71
243,ORD_00049,PROD_0446,5,232.16,1160.8
244,ORD_00049,PROD_0054,3,226.43,679.29
245,ORD_00050,PROD_0149,2,418.43,836.86
246,ORD_00050,PROD_0163,5,86.91,434.55
247,ORD_00050,PROD_0437,3,227.47,682.41
248,ORD_00050,PROD_0088,1,495.35,495.35
249,ORD_00050,PROD_0092,3,680.78,2042.34
250,ORD_00051,PROD_0402,3,54.77,164.31
251,ORD_00051,PROD_0002,5,630.99,3154.95
252,ORD_00051,PROD_0166,4,842.71,3370.84
253,ORD_00051,PROD_0213,3,585.33,1755.99
254,ORD_00052,PROD_0062,5,862.15,4310.75
255,ORD_00052,PROD_0220,1,277.89,277.89
256,ORD_00053,PROD_0215,3,114.82,344.46
257,ORD_00053,PROD_0005,5,942.85,4714.25
258,ORD_00053,PROD_0401,5,552.31,2761.55
259,ORD_00053,PROD_0158,1,252.35,252.35
260,ORD_00053,PROD_0168,4,15.53,62.12
261,ORD_00053,PROD_0187,2,638.68,1277.36
262,ORD_00054,PROD_0449,2,863.78,1727.56
263,ORD_00054,PROD_0242,1,47.99,47.99
264,ORD_00055,PROD_0168,2,15.53,31.06
265,ORD_00055,PROD_0164,3,295.37,886.11
266,ORD_00055,PROD_0051,5,153.07,765.35
267,ORD_00055,PROD_0031,5,747.83,3739.15
268,ORD_00055,PROD_0453,2,847.97,1695.94
269,ORD_00055,PROD_0199,1,300.39,300.39
270,ORD_00056,PROD_0014,2,277.98,555.96
271,ORD_00056,PROD_0173,4,286.43,1145.72
272,ORD_00057,PROD_0309,3,147.3,441.9
273,ORD_00057,PROD_0101,5,437.75,2188.75
274,ORD_00057,PROD_0302,2,777.44,1554.88
275,ORD_00057,PROD_0021,2,122.34,244.68
276,ORD_00057,PROD_0137,4,13.72,54.88
277,ORD_00057,PROD_0198,4,158.27,633.08
278,ORD_00058,PROD_0300,4,287.82,1151.28
279,ORD_00058,PROD_0305,2,685.4,1370.8
280,ORD_00058,PROD_0385,2,212.24,424.48
281,ORD_00058,PROD_0292,3,542.33,1626.99
282,ORD_00058,PROD_0131,2,703.4,1406.8
283,ORD_00058,PROD_0271,4,931.37,3725.48
284,ORD_00058,PROD_0051,5,153.07,765.35
285,ORD_00059,PROD_0051,1,153.07,153.07
286,ORD_00059,PROD_0313,5,645.48,3227.4
287,ORD_00059,PROD_0388,2,507.59,1015.18
288,ORD_00059,PROD_0307,1,150.83,150.83
289,ORD_00059,PROD_0415,5,450.32,2251.6
290,ORD_00060,PROD_0388,3,507.59,1522.77
291,ORD_00060,PROD_0064,3,369.77,1109.31
292,ORD_00060,PROD_0322,2,25.9,51.8
293,ORD_00060,PROD_0163,1,86.91,86.91
294,ORD_00061,PROD_0218,2,165.31,330.62
295,ORD_00061,PROD_0263,2,79.55,159.1
296,ORD_00061,PROD_0150,4,607.94,2431.76
297,ORD_00061,PROD_0103,2,292.03,584.06
298,ORD_00061,PROD_0402,3,54.77,164.31
299,ORD_00061,PROD_0331,5,755.65,3778.25
300,ORD_00061,PROD_0271,5,931.37,4656.85
301,ORD_00062,PROD_0478,2,426.75,853.5
302,ORD_00062,PROD_0145,2,674.58,1349.16
303,ORD_00062,PROD_0243,3,77.34,232.02
304,ORD_00062,PROD_0055,5,545.03,2725.15
305,ORD_00063,PROD_0225,5,648.08,3240.4
306,ORD_00063,PROD_0145,1,674.58,674.58
307,ORD_00063,PROD_0261,4,400.69,1602.76
308,ORD_00063,PROD_0385,3,212.24,636.72
309,ORD_00063,PROD_0407,3,440.47,1321.41
310,ORD_00063,PROD_0098,3,714.08,2142.24
311,ORD_00063,PROD_0141,5,120.47,602.35
312,ORD_00064,PROD_0199,5,300.39,1501.95
313,ORD_00064,PROD_0474,2,345.89,691.78
314,ORD_00064,PROD_0283,3,514.93,1544.79
315,ORD_00065,PROD_0011,4,922.68,3690.72
316,ORD_00065,PROD_0149,2,418.43,836.86
317,ORD_00065,PROD_0184,1,912.34,912.34
318,ORD_00065,PROD_0295,3,206.6,619.8
319,ORD_00065,PROD_0093,5,858.18,4290.9
320,ORD_00065,PROD_0315,5,1093.33,5466.65
321,ORD_00066,PROD_0307,3,150.83,452.49
322,ORD_00066,PROD_0440,4,732.55,2930.2
323,ORD_00066,PROD_0419,1,66.11,66.11
324,ORD_00066,PROD_0141,5,120.47,602.35
325,ORD_00066,PROD_0220,5,277.89,1389.45
326,ORD_00066,PROD_0437,4,227.47,909.88
327,ORD_00067,PROD_0175,2,443.72,887.44
328,ORD_00067,PROD_0174,5,14.52,72.6
329,ORD_00067,PROD_0053,4,197.17,788.68
330,ORD_00067,PROD_0210,3,193.26,579.78
331,ORD_00067,PROD_0027,3,164.21,492.63
332,ORD_00068,PROD_0063,5,760.93,3804.65
333,ORD_00068,PROD_0265,2,27.05,54.1
334,ORD_00068,PROD_0002,1,630.99,630.99
335,ORD_00068,PROD_0381,5,581.63,2908.15
336,ORD_00068,PROD_0399,5,333.46,1667.3
337,ORD_00068,PROD_0184,3,912.34,2737.02
338,ORD_00068,PROD_0071,5,421.53,2107.65
339,ORD_00068,PROD_0262,4,886.6,3546.4
340,ORD_00069,PROD_0469,3,866.25,2598.75
341,ORD_00069,PROD_0158,5,252.35,1261.75
342,ORD_00069,PROD_0320,4,321.54,1286.16
343,ORD_00069,PROD_0329,4,399.57,1598.28
344,ORD_00070,PROD_0224,4,153.51,614.04
345,ORD_00070,PROD_0301,5,148.63,743.15
346,ORD_00070,PROD_0308,5,189.19,945.95
347,ORD_00070,PROD_0146,4,424.49,1697.96
348,ORD_00070,PROD_0009,4,287.97,1151.88
349,ORD_00070,PROD_0348,1,554.7,554.7
350,ORD_00070,PROD_0235,1,110.22,110.22
351,ORD_00071,PROD_0300,1,287.82,287.82
352,ORD_00071,PROD_0044,3,710.93,2132.79
353,ORD_00071,PROD_0312,4,67.24,268.96
354,ORD_00071,PROD_0453,1,847.97,847.97
355,ORD_00071,PROD_0043,1,708.77,708.77
356,ORD_00071,PROD_0484,2,30.98,61.96
357,ORD_00071,PROD_0399,5,333.46,1667.3
358,ORD_00072,PROD_0395,4,318.26,1273.04
359,ORD_00072,PROD_0055,3,545.03,1635.09
360,ORD_00072,PROD_0206,4,319.84,1279.36
361,ORD_00072,PROD_0414,3,47.43,142.29
362,ORD_00072,PROD_0216,4,27.07,108.28
363,ORD_00073,PROD_0001,3,492.45,1477.35
364,ORD_00073,PROD_0040,5,696.58,3482.9
365,ORD_00073,PROD_0366,5,101.94,509.7
366,ORD_00073,PROD_0218,1,165.31,165.31
367,ORD_00073,PROD_0339,1,1061.23,1061.23
368,ORD_00073,PROD_0199,4,300.39,1201.56
369,ORD_00074,PROD_0146,5,424.49,2122.45
370,ORD_00074,PROD_0443,2,127.06,254.12
371,ORD_00074,PROD_0115,3,64.52,193.56
372,ORD_00074,PROD_0346,2,863.49,1726.98
373,ORD_00074,PROD_0489,3,174.89,524.67
374,ORD_00075,PROD_0295,5,206.6,1033.0
375,ORD_00075,PROD_0175,1,443.72,443.72
376,ORD_00075,PROD_0441,3,564.74,1694.22
377,ORD_00075,PROD_0174,1,14.52,14.52
378,ORD_00075,PROD_0320,3,321.54,964.62
379,ORD_00075,PROD_0388,4,507.59,2030.36
380,ORD_00075,PROD_0211,5,948.37,4741.85
381,ORD_00076,PROD_0248,3,224.61,673.83
382,ORD_00076,PROD_0168,1,15.53,15.53
383,ORD_00076,PROD_0071,3,421.53,1264.59
384,ORD_00076,PROD_0450,2,225.12,450.24
385,ORD_00077,PROD_0039,4,551.59,2206.36
386,ORD_00077,PROD_0414,5,47.43,237.15
387,ORD_00077,PROD_0301,2,148.63,297.26
388,ORD_00077,PROD_0450,3,225.12,675.36
389,ORD_00077,PROD_0401,4,552.31,2209.24
390,ORD_00077,PROD_0063,3,760.93,2282.79
391,ORD_00077,PROD_0482,1,805.99,805.99
392,ORD_00078,PROD_0177,1,390.18,390.18
393,ORD_00078,PROD_0495,2,859.39,1718.78
394,ORD_00078,PROD_0271,3,931.37,2794.11
395,ORD_00079,PROD_0220,2,277.89,555.78
396,ORD_00079,PROD_0379,4,510.84,2043.36
397,ORD_00079,PROD_0437,3,227.47,682.41
398,ORD_00079,PROD_0263,1,79.55,79.55
399,ORD_00079,PROD_0314,4,13.51,54.04
400,ORD_00079,PROD_0380,2,920.34,1840.68
401,ORD_00079,PROD_0264,3,28.04,84.12
402,ORD_00079,PROD_0294,2,34.54,69.08
403,ORD_00080,PROD_0427,5,760.01,3800.05
404,ORD_00080,PROD_0433,1,880.88,880.88
405,ORD_00080,PROD_0330,4,402.38,1609.52
406,ORD_00080,PROD_0106,3,480.9,1442.7
407,ORD_00080,PROD_0263,3,79.55,238.65
408,ORD_00080,PROD_0122,1,44.4,44.4
409,ORD_00080,PROD_0363,1,898.44,898.44
410,ORD_00081,PROD_0383,1,891.45,891.45
411,ORD_00082,PROD_0226,5,696.76,3483.8
412,ORD_00082,PROD_0295,4,206.6,826.4
413,ORD_00082,PROD_0305,3,685.4,2056.2
414,ORD_00083,PROD_0486,5,200.04,1000.2
415,ORD_00083,PROD_0321,2,105.64,211.28
416,ORD_00084,PROD_0380,3,920.34,2761.02
417,ORD_00085,PROD_0082,4,464.36,1857.44
418,ORD_00085,PROD_0235,3,110.22,330.66
419,ORD_00085,PROD_0266,4,766.13,3064.52
420,ORD_00085,PROD_0380,4,920.34,3681.36
421,ORD_00085,PROD_0028,2,572.57,1145.14
422,ORD_00085,PROD_0203,3,251.17,753.51
423,ORD_00086,PROD_0082,1,464.36,464.36
424,ORD_00086,PROD_0477,2,556.66,1113.32
425,ORD_00086,PROD_0376,4,641.14,2564.56
426,ORD_00086,PROD_0121,3,482.99,1448.97
427,ORD_00086,PROD_0165,3,401.7,1205.1
428,ORD_00086,PROD_0119,5,724.55,3622.75
429,ORD_00086,PROD_0146,4,424.49,1697.96
430,ORD_00087,PROD_0376,2,641.14,1282.28
431,ORD_00087,PROD_0131,1,703.4,703.4
432,ORD_00087,PROD_0271,1,931.37,931.37
433,ORD_00087,PROD_0331,2,755.65,1511.3
434,ORD_00087,PROD_0106,2,480.9,961.8
435,ORD_00087,PROD_0194,4,57.08,228.32
436,ORD_00087,PROD_0335,4,465.54,1862.16
437,ORD_00088,PROD_0246,1,313.61,313.61
438,ORD_00088,PROD_0230,2,434.54,869.08
439,ORD_00089,PROD_0441,4,564.74,2258.96
440,ORD_00089,PROD_0165,3,401.7,1205.1
441,ORD_00090,PROD_0239,4,25.23,100.92
442,ORD_00090,PROD_0441,4,564.74,2258.96
443,ORD_00090,PROD_0098,4,714.08,2856.32
444,ORD_00090,PROD_0443,2,127.06,254.12
445,ORD_00090,PROD_0203,2,251.17,502.34
446,ORD_00090,PROD_0474,4,345.89,1383.56
447,ORD_00091,PROD_0271,3,931.37,2794.11
448,ORD_00091,PROD_0347,1,495.35,495.35
449,ORD_00091,PROD_0262,5,886.6,4433.0
450,ORD_00091,PROD_0450,5,225.12,1125.6
451,ORD_00091,PROD_0455,5,183.67,918.35
452,ORD_00091,PROD_0250,4,641.55,2566.2
453,ORD_00091,PROD_0147,4,243.74,974.96
454,ORD_00091,PROD_0486,3,200.04,600.12
455,ORD_00092,PROD_0339,3,1061.23,3183.69
456,ORD_00092,PROD_0321,2,105.64,211.28
457,ORD_00092,PROD_0472,3,78.4,235.2
458,ORD_00092,PROD_0417,5,824.19,4120.95
459,ORD_00092,PROD_0357,3,723.7,2171.1
460,ORD_00093,PROD_0301,3,148.63,445.89
461,ORD_00093,PROD_0422,2,498.64,997.28
462,ORD_00093,PROD_0230,4,434.54,1738.16
463,ORD_00094,PROD_0438,1,579.92,579.92
464,ORD_00094,PROD_0484,2,30.98,61.96
465,ORD_00094,PROD_0244,4,704.05,2816.2
466,ORD_00094,PROD_0242,4,47.99,191.96
467,ORD_00094,PROD_0285,4,370.64,1482.56
468,ORD_00095,PROD_0014,3,277.98,833.94
469,ORD_00095,PROD_0437,2,227.47,454.94
470,ORD_00095,PROD_0011,4,922.68,3690.72
471,ORD_00095,PROD_0216,4,27.07,108.28
472,ORD_00095,PROD_0188,1,381.72,381.72
473,ORD_00096,PROD_0304,4,274.85,1099.4
474,ORD_00096,PROD_0187,2,638.68,1277.36
475,ORD_00096,PROD_0164,1,295.37,295.37
476,ORD_00096,PROD_0040,3,696.58,2089.74
477,ORD_00096,PROD_0379,4,510.84,2043.36
478,ORD_00097,PROD_0321,2,105.64,211.28
479,ORD_00097,PROD_0032,5,75.55,377.75
480,ORD_00097,PROD_0301,1,148.63,148.63
481,ORD_00097,PROD_0393,1,291.6,291.6
482,ORD_00098,PROD_0294,3,34.54,103.62
483,ORD_00099,PROD_0395,4,318.26,1273.04
484,ORD_00100,PROD_0208,3,151.78,455.34
485,ORD_00100,PROD_0364,5,357.37,1786.85
486,ORD_00100,PROD_0085,2,318.1,636.2
487,ORD_00100,PROD_0374,3,142.22,426.66
488,ORD_00100,PROD_0363,3,898.44,2695.32
489,ORD_00100,PROD_0184,2,912.34,1824.68
490,ORD_00101,PROD_0322,4,25.9,103.6
491,ORD_00101,PROD_0193,2,540.96,1081.92
492,ORD_00101,PROD_0184,2,912.34,1824.68
493,ORD_00101,PROD_0454,2,207.19,414.38
494,ORD_00101,PROD_0428,2,494.54,989.08
495,ORD_00101,PROD_0474,4,345.89,1383.56
496,ORD_00102,PROD_0499,1,704.02,704.02
497,ORD_00102,PROD_0314,1,13.51,13.51
498,ORD_00102,PROD_0427,1,760.01,760.01
499,ORD_00102,PROD_0146,4,424.49,1697.96
500,ORD_00102,PROD_0016,5,851.94,4259.7
501,ORD_00102,PROD_0370,1,60.62,60.62
502,ORD_00102,PROD_0036,1,182.0,182.0
503,ORD_00103,PROD_0409,3,349.87,1049.61
504,ORD_00103,PROD_0300,3,287.82,863.46
505,ORD_00103,PROD_0413,4,171.63,686.52
506,ORD_00103,PROD_0040,1,696.58,696.58
507,ORD_00104,PROD_0415,3,450.32,1350.96
508,ORD_00104,PROD_0043,1,708.77,708.77
509,ORD_00104,PROD_0282,1,970.97,970.97
510,ORD_00104,PROD_0338,3,598.14,1794.42
511,ORD_00104,PROD_0259,2,977.71,1955.42
512,ORD_00104,PROD_0376,4,641.14,2564.56
513,ORD_00104,PROD_0393,3,291.6,874.8
514,ORD_00105,PROD_0220,1,277.89,277.89
515,ORD_00105,PROD_0168,3,15.53,46.59
516,ORD_00105,PROD_0243,4,77.34,309.36
517,ORD_00105,PROD_0218,1,165.31,165.31
518,ORD_00105,PROD_0262,4,886.6,3546.4
519,ORD_00105,PROD_0262,4,886.6,3546.4
520,ORD_00105,PROD_0330,1,402.38,402.38
521,ORD_00106,PROD_0363,4,898.44,3593.76
522,ORD_00106,PROD_0369,5,283.52,1417.6
523,ORD_00106,PROD_0213,4,585.33,2341.32
524,ORD_00106,PROD_0330,4,402.38,1609.52
525,ORD_00106,PROD_0282,2,970.97,1941.94
526,ORD_00107,PROD_0373,3,35.73,107.19
